category,county,town,ad_id,date_of_lead,leads,package_type
commercial,Wicklow,Delgany,5663867,2018-08-09,1,Standard
commercial,Cavan,Cavan,5664714,2018-08-10,1,Standard
commercial,Tipperary,Cahir,5673631,2018-08-10,1,Standard
commercial,Dublin,Dublin 8,5663870,2018-08-11,1,Featured
commercial,Dublin,Killiney,5660055,2018-08-12,1,Standard
commercial,Dublin,Dublin 2,5667628,2018-08-13,1,Featured
commercial,Dublin,St Margaret's,5667633,2018-08-13,1,Standard
commercial,Meath,Ashbourne,5674335,2018-08-13,1,Standard
commercial,Meath,Enfield,5662981,2018-08-13,1,Standard
commercial,Dublin,Dublin 2,5696685,2018-08-14,1,Standard
commercial,Louth,Drogheda,5660110,2018-08-14,1,Standard
commercial,Dublin,Dublin 2,5696685,2018-08-15,1,Standard
commercial,Dublin,Dublin 2,5662987,2018-08-16,1,Standard
commercial,Dublin,Balbriggan,5698565,2018-08-17,1,Standard
commercial,Dublin,Dublin 2,5698573,2018-08-17,1,Standard
commercial,Dublin,Dublin 7,5698577,2018-08-17,1,Standard
commercial,Dublin,Ballsbridge,5699975,2018-08-20,1,Standard
commercial,Dublin,Ballsbridge,5702026,2018-08-22,1,Standard
commercial,Dublin,Blanchardstown,5700978,2018-08-22,1,Standard
commercial,Meath,Slane,5703282,2018-08-25,1,Standard
commercial,Dublin,Dublin 2,5696685,2018-08-27,1,Premium
commercial,Dublin,Dublin 7,5703302,2018-08-27,1,Standard
commercial,Meath,Ashbourne,5674335,2018-08-27,1,Standard
commercial,Dublin,Foxrock,5703288,2018-08-28,1,Standard
commercial,Limerick,Ennis Road,5707434,2018-09-02,1,Standard
commercial,Dublin,Finglas,5703272,2018-09-03,1,Standard
commercial,Dublin,St Margaret's,5703308,2018-09-03,1,Standard
commercial,Dublin,St Margaret's,5703260,2018-09-03,1,Standard
commercial,Limerick,Ennis Road,5707434,2018-09-03,1,Standard
commercial,Meath,Ashbourne,5703301,2018-09-03,2,Standard
commercial,Dublin,Dublin 4,5703300,2018-09-10,1,Standard
commercial,Dublin,Dublin 4,5703306,2018-09-12,1,Featured
commercial,Meath,Slane,5703282,2018-09-12,2,Standard
commercial,Dublin,Dublin 2,5703271,2018-09-13,1,Standard
commercial,Dublin,Dublin 2,5703297,2018-09-13,1,Standard
commercial,Dublin,Rathfarnham,5709016,2018-09-13,1,Standard
commercial,Meath,Ashbourne,5674335,2018-09-13,1,Standard
commercial,Dublin,Balbriggan,5703290,2018-09-15,1,Standard
commercial,Dublin,Dublin 4,5703321,2018-09-16,1,Featured
commercial,Dublin,Dublin 4,5703306,2018-09-16,2,Featured
commercial,Dublin,Blanchardstown,5703291,2018-09-17,1,Standard
commercial,Dublin,Dublin 2,5703304,2018-09-17,1,Standard
commercial,Dublin,Killiney,5703281,2018-09-17,2,Standard
commercial,Meath,Navan,5714817,2018-09-17,1,Standard
commercial,Dublin,Balbriggan,5703290,2018-09-18,1,Standard
commercial,Dublin,Dublin 2,5703304,2018-09-19,1,Standard
commercial,Dublin,Dublin 2,5703298,2018-09-19,1,Standard
commercial,Dublin,Dublin 7,5703302,2018-09-19,1,Standard
commercial,Dublin,Dublin 8,5719479,2018-09-19,1,Standard
commercial,Dublin,Dublin 8,5719479,2018-09-20,1,Standard
commercial,Dublin,St Margaret's,5703319,2018-09-21,1,Standard
commercial,Wicklow,Enniskerry,5705614,2018-09-22,1,Standard
commercial,Dublin,Dublin 4,5703307,2018-09-23,1,Featured
commercial,Dublin,Dublin 4,5703300,2018-09-24,1,Standard
commercial,Dublin,Swords,5722287,2018-09-25,3,Standard
commercial,Meath,Duleek,5711270,2018-09-25,1,Standard
commercial,Dublin,Swords,5722287,2018-09-26,1,Standard
commercial,Dublin,Foxrock,5703288,2018-09-27,1,Standard
commercial,Dublin,St Margaret's,5703319,2018-09-27,1,Standard
commercial,Dublin,Dublin 7,5703302,2018-09-29,1,Standard
commercial,Dublin,Swords,5722287,2018-09-29,1,Standard
commercial,Dublin,Dublin 2,5696685,2018-09-30,1,Standard
commercial,Meath,Kinnegad,5724860,2018-09-30,1,Standard
commercial,Wicklow,Enniskerry,5705614,2018-09-30,1,Standard
commercial,Dublin,Dublin 2,5703304,2018-10-01,1,Standard
commercial,Meath,Navan,5714817,2018-10-01,1,Standard
commercial,Dublin,Dublin 1,5703299,2018-10-03,1,Standard
commercial,Dublin,Dublin 2,5727273,2018-10-03,1,Premium
commercial,Dublin,Dublin 2,5703271,2018-10-04,1,Standard
commercial,Dublin,Dublin 2,5671456,2018-10-04,1,Standard
commercial,Dublin,Dublin 2,5692753,2018-10-04,1,Standard
commercial,Dublin,Dublin 4,5703303,2018-10-04,1,Featured
commercial,Dublin,Dublin 8,5703309,2018-10-04,1,Standard
commercial,Dublin,Dublin 1,5703313,2018-10-05,1,Standard
commercial,Dublin,Dublin 2,5703304,2018-10-05,1,Standard
commercial,Dublin,Dublin 2,5724867,2018-10-07,1,Standard
commercial,Dublin,Dublin 2,5724867,2018-10-08,1,Standard
commercial,Dublin,Dublin 2,5727273,2018-10-08,1,Premium
commercial,Dublin,Royal Canal Park,5724872,2018-10-08,1,Standard
commercial,Limerick,Ennis Road,5707434,2018-10-08,1,Standard
commercial,Dublin,Swords,5722287,2018-10-09,1,Standard
commercial,Dublin,Royal Canal Park,5724872,2018-10-11,1,Standard
commercial,Meath,Kinnegad,5724860,2018-10-11,1,Standard
commercial,Wicklow,Enniskerry,5705614,2018-10-11,1,Standard
commercial,Dublin,Dublin 4,5703321,2018-10-12,1,Featured
commercial,Dublin,Harold's Cross,5732867,2018-10-12,1,Standard
commercial,Dublin,Tallaght,5733469,2018-10-12,2,Standard
commercial,Dublin,Dublin 4,5703321,2018-10-14,1,Featured
commercial,Dublin,Dublin 7,5703302,2018-10-15,1,Standard
commercial,Dublin,Tallaght,5733469,2018-10-15,1,Standard
commercial,Dublin,Balbriggan,5703290,2018-10-16,1,Standard
commercial,Dublin,Dublin 2,5727273,2018-10-16,1,Premium
commercial,Dublin,Harold's Cross,5732867,2018-10-16,1,Standard
commercial,Dublin,Dublin 1,5703313,2018-10-17,1,Standard
commercial,Dublin,Dublin 2,5731939,2018-10-17,1,Standard
commercial,Dublin,Harold's Cross,5732867,2018-10-17,1,Standard
commercial,Dublin,Tallaght,5733469,2018-10-18,1,Standard
commercial,Dublin,Ballymount,5735661,2018-10-19,1,Standard
commercial,Dublin,Dublin 2,5703271,2018-10-19,1,Standard
commercial,Dublin,Dublin 2,5703297,2018-10-19,1,Standard
commercial,Dublin,Ranelagh,5735672,2018-10-20,1,Standard
commercial,Dublin,Balbriggan,5703290,2018-10-21,1,Standard
commercial,Dublin,Ballymount,5735661,2018-10-22,1,Standard
commercial,Dublin,Dublin 8,5719479,2018-10-22,1,Standard
commercial,Dublin,Leopardstown,5703315,2018-10-22,1,Standard
commercial,Dublin,Ranelagh,5735672,2018-10-22,1,Standard
commercial,Dublin,Ballymount,5735661,2018-10-23,1,Standard
commercial,Dublin,Harold's Cross,5732867,2018-10-23,1,Standard
commercial,Dublin,Sandyford,5736082,2018-10-23,1,Standard
commercial,Dublin,Swords,5722287,2018-10-23,1,Standard
commercial,Dublin,Ballymount,5735661,2018-10-24,2,Standard
commercial,Dublin,Dublin 2,5731939,2018-10-24,1,Standard
commercial,Dublin,Dublin 4,5703307,2018-10-24,1,Standard
commercial,Dublin,Dublin 7,5703316,2018-10-24,1,Standard
commercial,Dublin,Rathmines,5739078,2018-10-24,1,Standard
commercial,Dublin,Ballymount,5735661,2018-10-25,1,Standard
commercial,Dublin,Dublin 2,5703280,2018-10-26,1,Standard
commercial,Dublin,Dublin 4,5703321,2018-10-26,1,Standard
commercial,Dublin,Rathmines,5739078,2018-10-26,1,Standard
commercial,Dublin,Dublin 1,5703313,2018-10-27,1,Standard
commercial,Dublin,Dublin 7,5703302,2018-10-27,1,Standard
commercial,Dublin,Ranelagh,5735672,2018-10-27,1,Standard
commercial,Dublin,Ranelagh,5735672,2018-10-28,1,Standard
commercial,Dublin,Dublin 2,5735656,2018-10-29,1,Standard
commercial,Dublin,Dublin 2,5703280,2018-10-30,1,Standard
commercial,Dublin,Dublin 2,5727273,2018-11-04,1,Standard
commercial,Dublin,Rathmines,5739078,2018-11-04,1,Standard
commercial,Dublin,Ranelagh,5735672,2018-11-06,1,Standard
commercial,Meath,Kinnegad,5724860,2018-11-06,1,Standard
commercial,Dublin,Dublin 4,5703305,2018-11-07,1,Standard
commercial,Meath,Ashbourne,5703301,2018-11-08,1,Standard
commercial,Dublin,Clondalkin,5747523,2018-11-09,1,Standard
commercial,Meath,Ashbourne,5703301,2018-11-09,1,Standard
commercial,Dublin,Clondalkin,5747523,2018-11-12,1,Standard
commercial,Dublin,Ranelagh,5735672,2018-11-12,1,Standard
commercial,Dublin,Clondalkin,5747523,2018-11-13,1,Standard
commercial,Dublin,Dublin 4,5743654,2018-11-13,1,Standard
commercial,Dublin,Killiney,5703281,2018-11-13,1,Standard
commercial,Dublin,Dublin 1,5750873,2018-11-14,1,Standard
commercial,Dublin,Ranelagh,5735672,2018-11-14,1,Standard
commercial,Meath,Kinnegad,5724860,2018-11-14,2,Standard
commercial,Dublin,Tallaght,5733469,2018-11-15,1,Standard
commercial,Dublin,Dublin 8,5753177,2018-11-17,1,Premium
commercial,Dublin,Dublin 1,5703313,2018-11-19,1,Standard
commercial,Dublin,Dublin 8,5753177,2018-11-19,1,Premium
commercial,Dublin,Ballymount,5735661,2018-11-20,1,Standard
commercial,Dublin,Dublin 2,5703304,2018-11-20,1,Standard
commercial,Dublin,Dublin 8,5753177,2018-11-20,1,Premium
commercial,Dublin,Leopardstown,5703315,2018-11-20,1,Standard
commercial,Dublin,Ranelagh,5735672,2018-11-20,1,Standard
commercial,Dublin,Dublin 2,5703271,2018-11-21,1,Standard
commercial,Dublin,Dublin 4,5663017,2018-11-21,2,Standard
commercial,Dublin,St Margaret's,5703312,2018-11-21,1,Standard
commercial,Dublin,Dublin 1,5750873,2018-11-22,1,Standard
commercial,Dublin,Dundrum,5752930,2018-11-23,1,Standard
commercial,Wicklow,Enniskerry,5705614,2018-11-23,1,Standard
commercial,Dublin,Ranelagh,5746481,2018-11-24,1,Standard
commercial,Dublin,Dublin 8,5753177,2018-11-26,1,Premium
commercial,Dublin,Dun Laoghaire,5748702,2018-11-26,1,Standard
commercial,Dublin,Leopardstown,5703278,2018-11-27,1,Standard
commercial,Dublin,Dublin 8,5753177,2018-11-28,1,Premium
commercial,Dublin,Foxrock,5703294,2018-11-28,1,Standard
commercial,Dublin,Sandyford,5736082,2018-11-28,1,Standard
commercial,Dublin,Dublin 1,5750873,2018-11-29,1,Standard
commercial,Dublin,Dublin 2,5731939,2018-11-30,2,Featured
commercial,Dublin,Dun Laoghaire,5748702,2018-11-30,1,Standard
commercial,Dublin,Dublin 4,5743654,2018-12-01,1,Standard
commercial,Dublin,Rathfarnham,5709016,2018-12-02,1,Standard
commercial,Meath,Navan,5714817,2018-12-03,1,Standard
commercial,Dublin,Dublin 8,5753177,2018-12-04,1,Premium
commercial,Dublin,Ranelagh,5735672,2018-12-04,1,Standard
commercial,Dublin,Dublin 2,5703304,2018-12-05,1,Standard
commercial,Dublin,Dublin 2,5703280,2018-12-06,1,Standard
commercial,Dublin,Dublin 2,5731939,2018-12-06,1,Featured
commercial,Dublin,Dublin 8,5753177,2018-12-06,1,Premium
commercial,Dublin,Dun Laoghaire,5748702,2018-12-06,1,Standard
commercial,Dublin,Swords,5722287,2018-12-06,3,Standard
commercial,Dublin,St Margaret's,5703312,2018-12-07,1,Standard
commercial,Dublin,Dublin 4,5743654,2018-12-08,1,Standard
commercial,Dublin,Dublin 7,5703302,2018-12-08,1,Standard
commercial,Dublin,Shankill,5724858,2018-12-09,1,Standard
commercial,Dublin,Dublin 8,5753177,2018-12-10,1,Premium
commercial,Dublin,Harold's Cross,5732867,2018-12-10,1,Standard
commercial,Dublin,Shankill,5724858,2018-12-10,1,Standard
commercial,Dublin,Ballymount,5735661,2018-12-11,1,Standard
commercial,Dublin,Dublin 2,5703271,2018-12-11,1,Standard
commercial,Dublin,Dublin 2,5703280,2018-12-11,1,Standard
commercial,Dublin,Dublin 2,5703304,2018-12-11,1,Standard
commercial,Dublin,Swords,5722287,2018-12-11,1,Standard
commercial,Dublin,Dundrum,5752930,2018-12-12,1,Standard
commercial,Dublin,Dublin 2,5727273,2018-12-13,1,Standard
commercial,Dublin,Dublin 8,5753177,2018-12-13,1,Premium
commercial,Dublin,Dublin 8,5753177,2018-12-14,1,Premium
commercial,Dublin,Ranelagh,5746481,2018-12-14,1,Standard
commercial,Dublin,Balbriggan,5703290,2018-12-15,1,Standard
commercial,Cavan,Stradone,5703262,2018-12-16,1,Standard
commercial,Dublin,Dublin 7,5735552,2018-12-17,1,Standard
commercial,Dublin,Leopardstown,5768536,2018-12-17,1,Standard
commercial,Dublin,Tallaght,5733469,2018-12-17,1,Standard
commercial,Dublin,Harold's Cross,5732867,2018-12-18,1,Standard
commercial,Dublin,Ranelagh,5746481,2018-12-18,1,Standard
commercial,Dublin,Dublin 2,5731939,2018-12-19,1,Featured
commercial,Dublin,Killiney,5703281,2018-12-19,1,Standard
commercial,Dublin,Leopardstown,5768536,2018-12-19,1,Standard
commercial,Dublin,Clondalkin,5747523,2018-12-21,1,Standard
commercial,Dublin,Blanchardstown,5703291,2018-12-28,1,Standard
commercial,Dublin,Ranelagh,5746481,2018-12-29,1,Standard
commercial,Wicklow,Enniskerry,5705614,2019-01-01,1,Standard
commercial,Dublin,Dublin 8,5753186,2019-01-02,2,Standard
commercial,Dublin,Foxrock,5700956,2019-01-02,2,Standard
commercial,Dublin,Dublin 2,5703280,2019-01-03,1,Standard
commercial,Dublin,Dublin 2,5703271,2019-01-03,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-01-05,1,Standard
commercial,Dublin,Dublin 2,5703271,2019-01-05,1,Standard
commercial,Dublin,Dublin 2,5692753,2019-01-05,1,Standard
commercial,Dublin,Ballymount,5735661,2019-01-06,1,Standard
commercial,Dublin,Dublin 8,5753177,2019-01-07,2,Standard
commercial,Meath,Ashbourne,5674335,2019-01-07,1,Standard
commercial,Dublin,Dublin 4,5703269,2019-01-08,1,Standard
commercial,Dublin,Sandyford,5736082,2019-01-08,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-01-09,1,Standard
commercial,Dublin,Ranelagh,5735672,2019-01-09,1,Standard
commercial,Meath,Duleek,5711270,2019-01-09,1,Standard
commercial,Dublin,Dublin 4,5663017,2019-01-10,1,Standard
commercial,Meath,Ashbourne,5703301,2019-01-10,2,Standard
commercial,Meath,Navan,5714817,2019-01-10,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-01-11,1,Standard
commercial,Dublin,Swords,5722287,2019-01-11,3,Standard
commercial,Dublin,St Margaret's,5703277,2019-01-12,1,Standard
commercial,Dublin,Ranelagh,5735672,2019-01-13,1,Standard
commercial,Dublin,Ranelagh,5746481,2019-01-14,1,Standard
commercial,Dublin,Dublin 1,5750873,2019-01-15,1,Standard
commercial,Meath,Ashbourne,5726882,2019-01-15,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-01-16,2,Standard
commercial,Dublin,Leopardstown,5768381,2019-01-16,1,Standard
commercial,Dublin,Dublin 4,5743654,2019-01-17,1,Standard
commercial,Dublin,Shankill,5724858,2019-01-17,1,Standard
commercial,Meath,Kinnegad,5724860,2019-01-17,1,Standard
commercial,Dublin,Ballymount,5735661,2019-01-18,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-01-21,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-01-21,1,Standard
commercial,Dublin,Dublin 8,5703286,2019-01-21,1,Standard
commercial,Dublin,Leopardstown,5768535,2019-01-21,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-01-22,2,Standard
commercial,Dublin,Dublin 8,5785010,2019-01-22,1,Standard
commercial,Dublin,Leopardstown,5703278,2019-01-22,1,Standard
commercial,Meath,Ashbourne,5726882,2019-01-22,1,Standard
commercial,Dublin,Dun Laoghaire,5748702,2019-01-23,1,Standard
commercial,Dublin,Dun Laoghaire,5703279,2019-01-23,1,Standard
commercial,Dublin,Leopardstown,5768385,2019-01-23,1,Standard
commercial,Dublin,Dublin 1,5785056,2019-01-24,1,Standard
commercial,Dublin,Dublin 1,5750873,2019-01-24,4,Standard
commercial,Meath,Kinnegad,5724860,2019-01-24,1,Standard
commercial,Dublin,Dublin 1,5750873,2019-01-25,1,Standard
commercial,Meath,Kinnegad,5724860,2019-01-25,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-01-26,1,Standard
commercial,Meath,Ashbourne,5703301,2019-01-26,1,Standard
commercial,Dublin,Swords,5722287,2019-01-27,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-01-28,1,Standard
commercial,Dublin,Clondalkin,5747523,2019-01-28,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-01-28,1,Standard
commercial,Dublin,Balbriggan,5703290,2019-01-29,1,Standard
commercial,Dublin,Ballymount,5735661,2019-01-29,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-01-29,3,Standard
commercial,Dublin,Dublin 2,5703271,2019-01-29,1,Premium
commercial,Dublin,Dublin 8,5703286,2019-01-29,1,Standard
commercial,Dublin,Foxrock,5700956,2019-01-29,1,Standard
commercial,Meath,Ashbourne,5726882,2019-01-29,1,Standard
commercial,Dublin,Ballymount,5735661,2019-01-30,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-01-30,1,Standard
commercial,Dublin,Shankill,5724858,2019-01-30,1,Standard
commercial,Meath,Kinnegad,5724860,2019-01-30,1,Standard
commercial,Dublin,Swords,5722287,2019-01-31,1,Standard
commercial,Meath,Ashbourne,5703301,2019-01-31,1,Standard
commercial,Dublin,Clondalkin,5747523,2019-02-04,1,Standard
commercial,Dublin,Dublin 1,5750873,2019-02-04,1,Standard
commercial,Dublin,Dublin 2,5727273,2019-02-04,1,Standard
commercial,Meath,Kinnegad,5724860,2019-02-04,2,Standard
commercial,Dublin,Ballymount,5735661,2019-02-05,4,Standard
commercial,Dublin,Dublin 4,5703307,2019-02-05,1,Featured
commercial,Dublin,Dublin 8,5753177,2019-02-05,1,Standard
commercial,Meath,Ashbourne,5674335,2019-02-05,1,Standard
commercial,Dublin,Chapelizod,5794094,2019-02-06,1,Standard
commercial,Dublin,Clonskeagh,5794177,2019-02-06,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-02-06,1,Standard
commercial,Dublin,Sandyford,5791188,2019-02-06,1,Standard
commercial,Dublin,Swords,5722287,2019-02-06,1,Standard
commercial,Dublin,Dublin 1,5750873,2019-02-07,3,Standard
commercial,Dublin,Dublin 8,5753177,2019-02-07,1,Standard
commercial,Dublin,Foxrock,5701564,2019-02-07,1,Standard
commercial,Dublin,Sandyford,5791188,2019-02-07,1,Standard
commercial,Dublin,Ballymount,5735661,2019-02-08,2,Standard
commercial,Dublin,Dublin 1,5781233,2019-02-08,1,Standard
commercial,Dublin,Dublin 1,5750873,2019-02-08,2,Standard
commercial,Meath,Kinnegad,5724860,2019-02-08,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-02-10,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-02-10,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-02-11,1,Standard
commercial,Dublin,Chapelizod,5794094,2019-02-11,1,Standard
commercial,Dublin,Clonskeagh,5794177,2019-02-11,2,Standard
commercial,Dublin,Dublin 4,5743654,2019-02-11,2,Standard
commercial,Dublin,Dublin 1,5781233,2019-02-12,1,Standard
commercial,Dublin,Dublin 2,5793034,2019-02-12,1,Featured
commercial,Dublin,Royal Canal Park,5724872,2019-02-12,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-02-13,1,Standard
commercial,Dublin,Dublin 1,5703299,2019-02-14,1,Standard
commercial,Dublin,Dublin 8,5797240,2019-02-14,1,Standard
commercial,Dublin,Balbriggan,5703290,2019-02-15,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-02-15,1,Standard
commercial,Dublin,Clonskeagh,5794177,2019-02-16,1,Standard
commercial,Meath,Ratoath,5787991,2019-02-16,1,Standard
commercial,Dublin,Dublin 8,5797240,2019-02-17,1,Standard
commercial,Dublin,Dublin 2,5703280,2019-02-18,1,Standard
commercial,Dublin,Dublin 2,5796309,2019-02-18,1,Standard
commercial,Dublin,Dublin 7,5703316,2019-02-18,1,Standard
commercial,Dublin,Balbriggan,5703290,2019-02-19,1,Standard
commercial,Dublin,Dublin 2,5796309,2019-02-19,2,Standard
commercial,Dublin,Dublin 4,5703307,2019-02-19,1,Featured
commercial,Dublin,Dun Laoghaire,5748702,2019-02-19,1,Standard
commercial,Dublin,Balbriggan,5703290,2019-02-20,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-02-20,1,Standard
commercial,Dublin,Dublin 2,5796309,2019-02-20,1,Standard
commercial,Dublin,Dublin 4,5703269,2019-02-20,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-02-21,1,Standard
commercial,Dublin,Dublin 2,5796309,2019-02-21,1,Standard
commercial,Dublin,Dublin 8,5797240,2019-02-21,1,Standard
commercial,Dublin,Dundrum,5752930,2019-02-21,1,Standard
commercial,Dublin,Balbriggan,5703290,2019-02-23,1,Standard
commercial,Dublin,Clondalkin,5747523,2019-02-24,1,Standard
commercial,Dublin,Leopardstown,5703315,2019-02-24,1,Standard
commercial,Dublin,Balbriggan,5703290,2019-02-25,1,Standard
commercial,Dublin,Ballymount,5735661,2019-02-25,2,Standard
commercial,Dublin,Dublin 2,5796309,2019-02-25,1,Standard
commercial,Dublin,Dublin 4,5743654,2019-02-25,1,Standard
commercial,Dublin,Dun Laoghaire,5711804,2019-02-25,1,Standard
commercial,Dublin,Dublin 8,5797240,2019-02-26,1,Standard
commercial,Meath,Ratoath,5787991,2019-02-26,2,Standard
commercial,Dublin,Clonskeagh,5794177,2019-02-27,1,Standard
commercial,Dublin,Dublin 2,5804683,2019-02-27,1,Standard
commercial,Dublin,Dublin 1,5750873,2019-02-28,1,Standard
commercial,Dublin,Dublin 2,5796309,2019-02-28,1,Standard
commercial,Dublin,Dundrum,5805281,2019-02-28,2,Standard
commercial,Dublin,Leopardstown,5805213,2019-02-28,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-03-01,1,Standard
commercial,Dublin,Dundrum,5805281,2019-03-01,2,Standard
commercial,Dublin,Leopardstown,5805213,2019-03-01,1,Standard
commercial,Dublin,Rathfarnham,5709016,2019-03-01,1,Standard
commercial,Meath,Kinnegad,5724860,2019-03-01,1,Standard
commercial,Dublin,Balbriggan,5703290,2019-03-02,1,Standard
commercial,Dublin,Dundrum,5805281,2019-03-02,1,Standard
commercial,Dublin,Ballycoolin,5732168,2019-03-03,1,Standard
commercial,Dublin,Chapelizod,5794094,2019-03-04,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-03-04,1,Standard
commercial,Dublin,Dublin 4,5663017,2019-03-04,1,Standard
commercial,Dublin,Dun Laoghaire,5711804,2019-03-04,1,Standard
commercial,Dublin,Blanchardstown,5703291,2019-03-05,1,Standard
commercial,Dublin,Clondalkin,5747523,2019-03-05,1,Standard
commercial,Dublin,Dublin 2,5805663,2019-03-05,2,Standard
commercial,Dublin,Dublin 4,5743654,2019-03-05,1,Standard
commercial,Dublin,Dundrum,5752930,2019-03-05,1,Standard
commercial,Dublin,Dundrum,5805281,2019-03-05,2,Standard
commercial,Dublin,Leopardstown,5805209,2019-03-05,1,Standard
commercial,Dublin,Shankill,5724858,2019-03-05,1,Standard
commercial,Dublin,Dublin 2,5796309,2019-03-06,1,Standard
commercial,Dublin,Dun Laoghaire,5748702,2019-03-06,1,Standard
commercial,Dublin,Dublin 2,5805663,2019-03-07,1,Standard
commercial,Dublin,Dundrum,5805281,2019-03-07,3,Standard
commercial,Dublin,Blanchardstown,5703291,2019-03-08,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-03-08,1,Standard
commercial,Dublin,Clondalkin,5747523,2019-03-10,1,Standard
commercial,Dublin,Dublin 8,5797240,2019-03-10,1,Standard
commercial,Limerick,Ennis Road,5707434,2019-03-10,1,Standard
commercial,Dublin,Dublin 7,5703302,2019-03-11,1,Standard
commercial,Dublin,Dublin 8,5753184,2019-03-11,1,Standard
commercial,Dublin,Dublin 8,5753177,2019-03-11,1,Standard
commercial,Dublin,Leopardstown,5805209,2019-03-11,1,Standard
commercial,Dublin,Sandyford,5791192,2019-03-11,1,Standard
commercial,Dublin,Dublin 2,5703280,2019-03-12,1,Standard
commercial,Dublin,Rathfarnham,5709016,2019-03-12,1,Standard
commercial,Meath,Ashbourne,5703301,2019-03-12,1,Standard
commercial,Dublin,Leopardstown,5805209,2019-03-13,1,Standard
commercial,Dublin,Dundrum,5805281,2019-03-14,1,Standard
commercial,Dublin,Leopardstown,5805213,2019-03-14,1,Standard
commercial,Dublin,Balbriggan,5703290,2019-03-15,1,Standard
commercial,Dublin,Dublin 2,5796309,2019-03-15,1,Standard
commercial,Dublin,Dundrum,5752930,2019-03-15,1,Standard
commercial,Dublin,Sandyford,5791192,2019-03-15,1,Standard
commercial,Dublin,Ballymount,5735661,2019-03-16,1,Standard
commercial,Dublin,Dublin 1,5781233,2019-03-16,1,Standard
commercial,Dublin,Chapelizod,5794094,2019-03-17,1,Standard
commercial,Dublin,Dublin 4,5743654,2019-03-17,1,Standard
commercial,Dublin,Dundrum,5805281,2019-03-17,1,Standard
commercial,Meath,Kinnegad,5724860,2019-03-17,1,Standard
commercial,Dublin,Dublin 2,5703280,2019-03-18,1,Standard
commercial,Dublin,Ranelagh,5746481,2019-03-18,1,Standard
commercial,Dublin,Dublin 7,5703302,2019-03-19,1,Standard
commercial,Dublin,Dublin 8,5753179,2019-03-19,1,Standard
commercial,Dublin,Dublin 2,5793693,2019-03-20,1,Standard
commercial,Dublin,Finglas,5703272,2019-03-20,1,Standard
commercial,Dublin,Dublin 2,5805663,2019-03-21,1,Standard
commercial,Dublin,Dublin 8,5753177,2019-03-21,1,Standard
commercial,Dublin,Dun Laoghaire,5748702,2019-03-21,1,Standard
commercial,Dublin,Goatstown,5815801,2019-03-21,1,Standard
commercial,Meath,Ashbourne,5726882,2019-03-21,1,Standard
commercial,Dublin,Sandyford,5791188,2019-03-22,1,Standard
commercial,Dublin,Dublin 2,5805663,2019-03-24,1,Standard
commercial,Dublin,Dublin 4,5703269,2019-03-24,1,Standard
commercial,Dublin,Leopardstown,5703278,2019-03-24,1,Standard
commercial,Dublin,Ranelagh,5746481,2019-03-24,1,Standard
commercial,Meath,Kinnegad,5724860,2019-03-24,1,Standard
commercial,Dublin,Clonskeagh,5794177,2019-03-25,1,Standard
commercial,Dublin,Ballymount,5735661,2019-03-26,1,Standard
commercial,Dublin,Dublin 2,5703280,2019-03-26,1,Standard
commercial,Dublin,Dublin 2,5805663,2019-03-26,1,Standard
commercial,Dublin,Dundrum,5805281,2019-03-26,1,Standard
commercial,Dublin,Dublin 2,5796309,2019-03-27,1,Standard
commercial,Dublin,Ballymount,5735661,2019-03-29,1,Standard
commercial,Dublin,Chapelizod,5794094,2019-03-29,1,Standard
commercial,Dublin,Dun Laoghaire,5748702,2019-03-29,1,Standard
commercial,Dublin,Ballymount,5735661,2019-03-30,4,Standard
commercial,Dublin,Dublin 2,5793693,2019-04-01,1,Standard
commercial,Dublin,Dublin 8,5797240,2019-04-01,1,Standard
commercial,Dublin,Goatstown,5815801,2019-04-01,1,Standard
commercial,Dublin,Shankill,5724858,2019-04-01,1,Standard
commercial,Dublin,Chapelizod,5794094,2019-04-02,1,Standard
commercial,Dublin,Dublin 8,5753177,2019-04-02,2,Standard
